,gender,social_group,parent_education,lunch,test_prep_course,math_score,read_score,write_score,average,grade
521,0,2,0,1,1,91,86,84,87.0,0
522,1,3,1,1,1,69,58,57,61.333333333333336,2
523,1,2,3,0,1,54,59,50,54.333333333333336,3
524,1,2,2,1,0,53,52,49,51.333333333333336,3
525,1,4,4,1,1,68,60,59,62.333333333333336,2
526,1,2,5,0,0,56,61,60,59.0,3
527,0,2,2,0,1,36,53,43,44.0,4
528,0,3,1,0,1,29,41,47,39.0,5
529,0,2,0,1,1,62,74,70,68.66666666666667,2
530,0,2,0,1,0,68,67,73,69.33333333333333,2
531,0,2,5,1,1,47,54,53,51.333333333333336,3
532,1,4,0,1,0,62,61,58,60.333333333333336,2
533,0,4,0,1,0,79,88,94,87.0,0
534,1,1,2,1,0,73,69,68,70.0,1
535,0,2,1,0,0,66,83,83,77.33333333333333,1
536,1,2,0,1,0,51,60,58,56.333333333333336,3
537,0,3,2,1,1,51,66,62,59.666666666666664,3
538,1,4,1,1,0,85,66,71,74.0,1
539,1,0,0,1,0,97,92,86,91.66666666666667,0
540,1,2,2,1,0,75,69,68,70.66666666666667,1
541,1,3,0,0,0,79,82,80,80.33333333333333,0
542,0,2,0,1,1,81,77,79,79.0,1
543,0,3,0,1,1,82,95,89,88.66666666666667,0
544,0,3,3,1,1,64,63,66,64.33333333333333,2
545,1,4,5,0,0,78,83,80,80.33333333333333,0
546,0,0,5,1,0,92,100,97,96.33333333333333,0
547,1,2,2,1,0,72,67,64,67.66666666666667,2
548,0,2,2,0,1,62,67,64,64.33333333333333,2
549,1,2,3,1,1,79,72,69,73.33333333333333,1
550,1,2,5,0,1,79,76,65,73.33333333333333,1
551,1,1,1,0,0,87,90,88,88.33333333333333,0
552,0,1,0,1,1,40,48,50,46.0,4
553,1,3,4,0,1,77,62,64,67.66666666666667,2
554,1,4,0,1,1,53,45,40,46.0,4
555,0,2,4,0,1,32,39,33,34.666666666666664,5
556,0,2,0,1,0,55,72,79,68.66666666666667,2
557,1,2,3,0,1,61,67,66,64.66666666666667,2
558,0,1,0,0,1,53,70,70,64.33333333333333,2
559,1,3,5,1,1,73,66,62,67.0,2
560,0,3,4,1,0,74,75,79,76.0,1
561,0,2,4,1,1,63,74,74,70.33333333333333,1
562,1,2,1,1,0,96,90,92,92.66666666666667,0
563,0,3,4,0,0,63,80,80,74.33333333333333,1
564,1,1,1,0,1,48,51,46,48.333333333333336,4
565,1,1,0,1,1,48,43,45,45.333333333333336,4
566,0,4,1,0,0,92,100,100,97.33333333333333,0
567,0,3,3,0,0,61,71,78,70.0,1
568,1,1,2,0,1,63,48,47,52.666666666666664,3
569,1,3,1,0,1,68,68,67,67.66666666666667,2
570,1,1,4,1,0,71,75,70,72.0,1
571,1,0,1,1,1,91,96,92,93.0,0
572,0,2,4,1,1,53,62,56,57.0,3
573,0,2,2,0,0,50,66,64,60.0,2
574,0,4,2,1,1,74,81,71,75.33333333333333,1
575,1,0,0,0,0,40,55,53,49.333333333333336,4
576,1,0,4,1,0,61,51,52,54.666666666666664,3
577,0,1,2,1,1,81,91,89,87.0,0
578,0,1,4,0,0,48,56,58,54.0,3
579,0,3,3,1,1,53,61,68,60.666666666666664,2
580,0,3,5,1,1,81,97,96,91.33333333333333,0
581,0,4,5,1,1,77,79,80,78.66666666666667,1
582,0,3,1,0,1,63,73,78,71.33333333333333,1
583,0,3,0,1,0,73,75,80,76.0,1
584,0,3,4,1,1,69,77,77,74.33333333333333,1
585,0,2,0,1,1,65,76,76,72.33333333333333,1
586,0,0,2,1,1,55,73,73,67.0,2
587,0,2,1,0,1,44,63,62,56.333333333333336,3
588,0,2,4,1,1,54,64,65,61.0,2
589,0,0,5,1,1,48,66,65,59.666666666666664,3
590,1,2,4,0,1,58,57,54,56.333333333333336,3
591,1,0,5,1,1,71,62,50,61.0,2
592,1,4,1,1,1,68,68,64,66.66666666666667,2
593,0,4,2,1,1,74,76,73,74.33333333333333,1
594,0,2,1,1,0,92,100,99,97.0,0
595,0,2,1,1,0,56,79,72,69.0,2
596,1,1,2,0,1,30,24,15,23.0,5
597,1,0,5,1,1,53,54,48,51.666666666666664,3
598,0,3,2,1,1,69,77,73,73.0,1
599,0,3,5,1,1,65,82,81,76.0,1
600,0,3,3,1,1,54,60,63,59.0,3
601,0,2,2,1,1,29,29,30,29.333333333333332,5
602,0,4,4,1,1,76,78,80,78.0,1
603,1,3,2,0,1,60,57,51,56.0,3
604,1,3,3,0,0,84,89,90,87.66666666666667,0
605,1,2,5,1,1,75,72,62,69.66666666666667,2
606,0,2,0,1,1,85,84,82,83.66666666666667,0
607,0,2,3,0,1,40,58,54,50.666666666666664,3
608,0,4,4,1,1,61,64,62,62.333333333333336,2
609,0,1,0,1,1,58,63,65,62.0,2
610,1,3,4,0,0,69,60,63,64.0,2
611,0,2,4,1,1,58,59,66,61.0,2
612,1,2,1,1,0,94,90,91,91.66666666666667,0
613,0,2,0,1,1,65,77,74,72.0,1
614,0,0,0,1,1,82,93,93,89.33333333333333,0
615,0,2,2,1,1,60,68,72,66.66666666666667,2
616,0,4,1,1,1,37,45,38,40.0,4
617,1,3,1,1,1,88,78,83,83.0,0
618,1,3,3,1,1,95,81,84,86.66666666666667,0
619,1,2,0,0,0,65,73,68,68.66666666666667,2
620,0,2,2,0,1,35,61,54,50.0,3
621,1,1,1,0,1,62,63,56,60.333333333333336,2
622,1,2,2,0,0,58,51,52,53.666666666666664,3
623,1,0,4,1,0,100,96,86,94.0,0
624,0,4,1,0,1,61,58,62,60.333333333333336,2
625,1,3,4,1,0,100,97,99,98.66666666666667,0
626,1,1,0,0,0,69,70,63,67.33333333333333,2
627,1,3,0,1,1,61,48,46,51.666666666666664,3
628,1,3,4,0,1,49,57,46,50.666666666666664,3
629,0,2,5,1,0,44,51,55,50.0,3
630,1,3,4,1,1,67,64,70,67.0,2
631,1,1,2,1,1,79,60,65,68.0,2
632,0,1,1,1,0,66,74,81,73.66666666666667,1
633,0,2,2,1,1,75,88,85,82.66666666666667,0
634,1,3,5,1,1,84,84,80,82.66666666666667,0
635,1,0,2,1,1,71,74,64,69.66666666666667,2
636,0,1,2,0,0,67,80,81,76.0,1
637,0,3,5,1,0,80,92,88,86.66666666666667,0
638,1,4,4,1,1,86,76,74,78.66666666666667,1
639,0,3,0,1,1,76,74,73,74.33333333333333,1
640,1,3,2,1,1,41,52,51,48.0,4
641,0,3,0,0,0,74,88,90,84.0,0
642,0,1,5,0,1,72,81,79,77.33333333333333,1
643,0,4,2,1,0,74,79,80,77.66666666666667,1
644,1,1,2,1,1,70,65,60,65.0,2
645,0,1,1,1,0,65,81,81,75.66666666666667,1
646,0,3,0,1,1,59,70,65,64.66666666666667,2
647,0,4,2,0,1,64,62,68,64.66666666666667,2
648,0,1,2,1,1,50,53,55,52.666666666666664,3
649,0,3,4,1,0,69,79,81,76.33333333333333,1
650,1,2,5,0,0,51,56,53,53.333333333333336,3
651,0,0,2,1,0,68,80,76,74.66666666666667,1
652,0,3,4,1,0,85,86,98,89.66666666666667,0
653,0,0,0,1,0,65,70,74,69.66666666666667,2
654,0,1,5,1,1,73,79,79,77.0,1
655,0,1,4,1,1,62,67,67,65.33333333333333,2
656,1,2,0,0,1,77,67,64,69.33333333333333,2
657,1,3,5,1,1,69,66,61,65.33333333333333,2
658,0,3,0,0,1,43,60,58,53.666666666666664,3
659,1,3,0,1,1,90,87,85,87.33333333333333,0
660,1,2,4,0,1,74,77,73,74.66666666666667,1
661,1,2,5,1,1,73,66,63,67.33333333333333,2
662,0,3,4,0,1,55,71,69,65.0,2
663,0,2,2,1,1,65,69,67,67.0,2
664,1,3,0,1,1,80,63,63,68.66666666666667,2
665,0,2,5,0,0,50,60,60,56.666666666666664,3
666,0,2,4,0,0,63,73,71,69.0,2
667,0,1,1,0,1,77,85,87,83.0,0
668,1,2,4,1,1,73,74,61,69.33333333333333,2
669,1,3,0,1,0,81,72,77,76.66666666666667,1
670,0,2,2,0,1,66,76,68,70.0,1
671,1,3,0,0,1,52,57,50,53.0,3
672,0,2,4,1,1,69,78,76,74.33333333333333,1
673,0,2,0,1,0,65,84,84,77.66666666666667,1
674,0,3,2,1,0,69,77,78,74.66666666666667,1
675,0,1,4,1,0,50,64,66,60.0,2
676,0,4,4,1,0,73,78,76,75.66666666666667,1
677,0,2,5,1,0,70,82,76,76.0,1
678,1,3,0,0,1,81,75,78,78.0,1
679,1,3,4,0,1,63,61,60,61.333333333333336,2
680,0,3,2,1,1,67,72,74,71.0,1
681,1,1,2,1,1,60,68,60,62.666666666666664,2
682,1,1,2,1,1,62,55,54,57.0,3
683,0,2,5,0,0,29,40,44,37.666666666666664,5
684,1,1,4,1,0,62,66,68,65.33333333333333,2
685,0,4,3,1,0,94,99,100,97.66666666666667,0
686,1,4,4,1,0,85,75,68,76.0,1
687,1,3,0,0,1,77,78,73,76.0,1
688,1,0,2,0,1,53,58,44,51.666666666666664,3
689,1,4,4,0,1,93,90,83,88.66666666666667,0
690,0,2,0,1,1,49,53,53,51.666666666666664,3
691,0,4,0,0,1,73,76,78,75.66666666666667,1
692,0,2,1,0,0,66,74,81,73.66666666666667,1
693,0,3,0,1,1,77,77,73,75.66666666666667,1
694,0,2,5,1,1,49,63,56,56.0,3
695,0,3,4,0,1,79,89,86,84.66666666666667,0
696,0,2,0,1,0,75,82,90,82.33333333333333,0
697,0,0,1,1,1,59,72,70,67.0,2
698,0,3,0,1,0,57,78,79,71.33333333333333,1
699,1,2,2,0,1,66,66,59,63.666666666666664,2
700,0,4,1,1,0,79,81,82,80.66666666666667,0
701,0,1,5,1,1,57,67,72,65.33333333333333,2
702,1,0,1,1,0,87,84,87,86.0,0
703,0,3,4,1,1,63,64,67,64.66666666666667,2
704,0,1,5,0,0,59,63,64,62.0,2
705,1,0,1,0,1,62,72,65,66.33333333333333,2
706,1,3,2,1,1,46,34,36,38.666666666666664,5
707,1,2,4,1,1,66,59,52,59.0,3
708,1,3,2,1,1,89,87,79,85.0,0
709,0,3,0,0,0,42,61,58,53.666666666666664,3
710,1,2,4,1,0,93,84,90,89.0,0
711,0,4,5,1,0,80,85,85,83.33333333333333,0
712,0,3,4,1,1,98,100,99,99.0,0
713,1,3,3,1,1,81,81,84,82.0,0
714,0,1,5,1,0,60,70,74,68.0,2
715,0,1,0,0,0,76,94,87,85.66666666666667,0
716,1,2,0,1,0,73,78,72,74.33333333333333,1
717,0,2,0,1,0,96,96,99,97.0,0
718,0,2,2,1,1,76,76,74,75.33333333333333,1
719,1,4,0,0,0,91,73,80,81.33333333333333,0
720,0,2,4,0,1,62,72,70,68.0,2
721,1,3,5,0,0,55,59,59,57.666666666666664,3
722,0,1,5,0,0,74,90,88,84.0,0
723,1,2,2,1,1,50,48,42,46.666666666666664,4
724,1,1,4,1,1,47,43,41,43.666666666666664,4
725,1,4,4,1,0,81,74,71,75.33333333333333,1
726,0,4,0,1,0,65,75,77,72.33333333333333,1
727,1,4,5,1,0,68,51,57,58.666666666666664,3
728,0,3,2,0,1,73,92,84,83.0,0
729,1,2,4,1,1,53,39,37,43.0,4
730,0,1,0,0,0,68,77,80,75.0,1
731,1,0,5,0,1,55,46,43,48.0,4
732,0,2,4,1,0,87,89,94,90.0,0
733,1,3,5,1,1,55,47,44,48.666666666666664,4
734,0,4,4,0,1,53,58,57,56.0,3
735,1,2,3,1,1,67,57,59,61.0,2
736,1,2,0,1,1,92,79,84,85.0,0
737,0,1,4,0,0,53,66,73,64.0,2
738,1,3,0,1,1,81,71,73,75.0,1
739,1,2,2,0,1,61,60,55,58.666666666666664,3
740,1,3,1,1,1,80,73,72,75.0,1
741,0,0,0,0,1,37,57,56,50.0,3
742,0,2,2,1,1,81,84,82,82.33333333333333,0
743,0,2,0,1,0,59,73,72,68.0,2
744,1,1,4,0,1,55,55,47,52.333333333333336,3
745,1,3,0,1,1,72,79,74,75.0,1
746,1,3,2,1,1,69,75,71,71.66666666666667,1
747,1,2,4,1,1,69,64,68,67.0,2
748,0,2,1,0,1,50,60,59,56.333333333333336,3
749,1,1,4,1,0,87,84,86,85.66666666666667,0
750,1,3,5,1,0,71,69,68,69.33333333333333,2
751,1,4,4,1,1,68,72,65,68.33333333333333,2
752,1,2,3,0,0,79,77,75,77.0,1
753,0,2,5,1,0,77,90,85,84.0,0
754,1,2,0,0,1,58,55,53,55.333333333333336,3
755,0,4,0,1,1,84,95,92,90.33333333333333,0
756,1,3,4,1,1,55,58,52,55.0,3
757,1,4,1,0,0,70,68,72,70.0,1
758,0,3,4,0,0,52,59,65,58.666666666666664,3
759,1,1,4,1,0,69,77,77,74.33333333333333,1
760,0,2,2,0,1,53,72,64,63.0,2
761,0,3,5,1,1,48,58,54,53.333333333333336,3
762,1,3,5,1,0,78,81,86,81.66666666666667,0
763,0,1,2,1,1,62,62,63,62.333333333333336,2
764,1,3,4,1,1,60,63,59,60.666666666666664,2
765,0,1,2,1,1,74,72,72,72.66666666666667,1
766,0,2,2,1,0,58,75,77,70.0,1
767,1,1,2,1,0,76,62,60,66.0,2
768,0,3,5,1,1,68,71,75,71.33333333333333,1
769,1,0,4,0,1,58,60,57,58.333333333333336,3
770,1,1,2,1,1,52,48,49,49.666666666666664,4
771,1,3,1,1,1,75,73,74,74.0,1
772,0,1,5,0,0,52,67,72,63.666666666666664,2
773,0,2,1,0,1,62,78,79,73.0,1
774,1,1,4,1,1,66,65,60,63.666666666666664,2
775,0,1,5,0,1,49,58,55,54.0,3
776,0,1,2,1,1,66,72,70,69.33333333333333,2
777,0,2,4,0,1,35,44,43,40.666666666666664,4
778,0,0,4,1,0,72,79,82,77.66666666666667,1
779,1,4,0,1,0,94,85,82,87.0,0
780,0,3,0,0,1,46,56,57,53.0,3
781,0,1,3,1,1,77,90,84,83.66666666666667,0
782,0,1,2,0,0,76,85,82,81.0,0
783,0,2,0,1,0,52,59,62,57.666666666666664,3
784,1,2,1,1,0,91,81,79,83.66666666666667,0
785,0,1,5,1,0,32,51,44,42.333333333333336,4
786,0,4,5,0,1,72,79,77,76.0,1
787,0,1,4,1,1,19,38,32,29.666666666666668,5
788,1,2,0,0,1,68,65,61,64.66666666666667,2
789,0,2,3,0,1,52,65,61,59.333333333333336,3
790,0,1,2,1,1,48,62,60,56.666666666666664,3
791,0,3,4,0,1,60,66,70,65.33333333333333,2
792,1,3,2,0,1,66,74,69,69.66666666666667,2
793,1,4,5,1,0,89,84,77,83.33333333333333,0
794,0,1,2,1,1,42,52,51,48.333333333333336,4
795,0,4,0,0,0,57,68,73,66.0,2
796,1,3,2,1,1,70,70,70,70.0,1
797,0,4,0,0,1,70,84,81,78.33333333333333,1
798,1,4,4,1,1,69,60,54,61.0,2
799,0,2,0,1,1,52,55,57,54.666666666666664,3
800,1,2,5,1,0,67,73,68,69.33333333333333,2
801,1,2,5,1,0,76,80,73,76.33333333333333,1
802,0,4,0,1,1,87,94,95,92.0,0
803,0,1,4,1,1,82,85,87,84.66666666666667,0
804,0,2,4,1,1,73,76,78,75.66666666666667,1
805,1,0,4,0,1,75,81,74,76.66666666666667,1
806,0,3,4,0,1,64,74,75,71.0,1
807,0,4,2,0,1,41,45,40,42.0,4
808,1,2,2,1,1,90,75,69,78.0,1
809,1,1,1,1,1,59,54,51,54.666666666666664,3
810,1,0,5,1,1,51,31,36,39.333333333333336,5
811,1,0,2,0,1,45,47,49,47.0,4
812,0,2,3,1,0,54,64,67,61.666666666666664,2
813,1,4,5,1,0,87,84,76,82.33333333333333,0
814,0,2,2,1,1,72,80,83,78.33333333333333,1
815,1,1,5,1,0,94,86,87,89.0,0
816,0,0,1,1,1,45,59,64,56.0,3
817,1,3,1,0,0,61,70,76,69.0,2
818,0,1,2,0,1,60,72,68,66.66666666666667,2
819,0,2,5,1,1,77,91,88,85.33333333333333,0
820,0,0,5,1,0,85,90,92,89.0,0
821,0,3,1,0,1,78,90,93,87.0,0
822,1,4,4,0,0,49,52,51,50.666666666666664,3
823,0,1,2,0,1,71,87,82,80.0,0
824,0,2,5,0,1,48,58,52,52.666666666666664,3
825,1,2,2,1,1,62,67,58,62.333333333333336,2
826,0,2,0,0,0,56,68,70,64.66666666666667,2
827,0,2,5,1,1,65,69,76,70.0,1
828,0,3,5,0,0,69,86,81,78.66666666666667,1
829,1,1,5,1,1,68,54,53,58.333333333333336,3
830,0,0,4,0,1,61,60,57,59.333333333333336,3
831,0,2,1,0,0,74,86,89,83.0,0
832,1,0,1,1,1,64,60,58,60.666666666666664,2
833,0,1,2,1,0,77,82,89,82.66666666666667,0
834,1,1,4,1,1,58,50,45,51.0,3
835,0,2,2,1,0,60,64,74,66.0,2
836,1,4,2,1,1,73,64,57,64.66666666666667,2
837,0,0,2,1,0,75,82,79,78.66666666666667,1
838,1,1,0,0,0,58,57,53,56.0,3
839,0,2,0,1,1,66,77,73,72.0,1
840,0,3,2,0,1,39,52,46,45.666666666666664,4
841,1,2,5,1,1,64,58,51,57.666666666666664,3
842,0,1,2,0,0,23,44,36,34.333333333333336,5
843,1,1,4,0,0,74,77,76,75.66666666666667,1
844,0,3,5,0,0,40,65,64,56.333333333333336,3
845,1,4,3,1,1,90,85,84,86.33333333333333,0
846,1,2,3,1,0,91,85,85,87.0,0
847,1,3,2,1,1,64,54,50,56.0,3
848,0,2,2,1,1,59,72,68,66.33333333333333,2
849,1,3,0,1,1,80,75,69,74.66666666666667,1
850,1,2,3,1,1,71,67,67,68.33333333333333,2
851,0,0,2,1,1,61,68,63,64.0,2
852,0,4,4,1,1,87,85,93,88.33333333333333,0
853,1,4,5,1,1,82,67,61,70.0,1
854,1,2,5,1,1,62,64,55,60.333333333333336,2
855,0,1,1,1,1,97,97,96,96.66666666666667,0
856,1,1,4,0,1,75,68,65,69.33333333333333,2
857,0,2,1,1,1,65,79,81,75.0,1
858,1,1,2,1,0,52,49,46,49.0,4
859,1,2,0,0,1,87,73,72,77.33333333333333,1
860,0,2,0,1,1,53,62,53,56.0,3
861,0,4,3,0,1,81,86,87,84.66666666666667,0
862,1,3,1,0,0,39,42,38,39.666666666666664,5
863,0,2,4,1,0,71,71,80,74.0,1
864,1,2,0,1,1,97,93,91,93.66666666666667,0
865,1,3,4,1,0,82,82,88,84.0,0
866,1,2,2,0,1,59,53,52,54.666666666666664,3
867,1,1,0,1,1,61,42,41,48.0,4
868,1,4,0,0,0,78,74,72,74.66666666666667,1
869,1,2,0,0,1,49,51,51,50.333333333333336,3
870,1,1,2,1,1,59,58,47,54.666666666666664,3
871,0,2,4,1,0,70,72,76,72.66666666666667,1
872,1,1,0,1,0,82,84,78,81.33333333333333,0
873,1,4,0,0,1,90,90,82,87.33333333333333,0
874,0,2,1,0,1,43,62,61,55.333333333333336,3
875,1,2,4,0,1,80,64,66,70.0,1
876,1,3,4,1,1,81,82,84,82.33333333333333,0
877,1,2,5,1,1,57,61,54,57.333333333333336,3
878,0,3,5,1,1,59,72,80,70.33333333333333,1
879,0,3,0,1,1,64,76,74,71.33333333333333,1
880,1,2,1,1,0,63,64,66,64.33333333333333,2
881,0,4,1,1,0,71,70,70,70.33333333333333,1
882,0,1,2,0,1,64,73,71,69.33333333333333,2
883,1,3,1,0,1,55,46,44,48.333333333333336,4
884,0,4,0,1,1,51,51,54,52.0,3
885,0,2,0,1,0,62,76,80,72.66666666666667,1
886,0,4,0,1,0,93,100,95,96.0,0
887,1,2,2,0,1,54,72,59,61.666666666666664,2
888,0,3,4,0,1,69,65,74,69.33333333333333,2
889,1,3,2,0,1,44,51,48,47.666666666666664,4
890,0,4,4,1,0,86,85,91,87.33333333333333,0
891,0,4,0,1,1,85,92,85,87.33333333333333,0
892,0,0,3,0,1,50,67,73,63.333333333333336,2
893,1,3,5,1,0,88,74,75,79.0,1
894,0,4,0,1,1,59,62,69,63.333333333333336,2
895,0,4,5,0,1,32,34,38,34.666666666666664,5
896,1,1,2,0,1,36,29,27,30.666666666666668,5
897,0,1,5,0,0,63,78,79,73.33333333333333,1
898,1,3,0,1,0,67,54,63,61.333333333333336,2
899,0,3,5,1,0,65,78,82,75.0,1
900,1,3,3,1,1,85,84,89,86.0,0
901,0,2,3,1,1,73,78,74,75.0,1
902,0,0,2,0,0,34,48,41,41.0,4
903,0,3,1,0,0,93,100,100,97.66666666666667,0
904,0,3,5,0,1,67,84,84,78.33333333333333,1
905,1,3,4,1,1,88,77,77,80.66666666666667,0
906,1,1,2,1,1,57,48,51,52.0,3
907,0,3,4,1,0,79,84,91,84.66666666666667,0
908,0,2,1,0,1,67,75,72,71.33333333333333,1
909,1,4,1,1,0,70,64,70,68.0,2
910,1,3,1,0,1,50,42,48,46.666666666666664,4
911,0,0,4,1,1,69,84,82,78.33333333333333,1
912,0,2,1,1,0,52,61,66,59.666666666666664,3
913,0,2,1,0,0,47,62,66,58.333333333333336,3
914,0,1,0,0,1,46,61,55,54.0,3
915,0,4,4,1,1,68,70,66,68.0,2
916,1,4,1,1,0,100,100,100,100.0,0
917,0,2,2,1,1,44,61,52,52.333333333333336,3
918,0,2,0,1,0,57,77,80,71.33333333333333,1
919,1,1,4,1,0,91,96,91,92.66666666666667,0
920,1,3,2,0,1,69,70,67,68.66666666666667,2
921,0,2,2,0,1,35,53,46,44.666666666666664,4
922,1,3,2,1,1,72,66,66,68.0,2
923,0,1,0,0,1,54,65,65,61.333333333333336,2
924,1,3,2,0,1,74,70,69,71.0,1
925,1,4,5,1,0,74,64,60,66.0,2
926,1,4,0,0,1,64,56,52,57.333333333333336,3
927,0,3,2,0,0,65,61,71,65.66666666666667,2
928,1,4,0,0,0,46,43,44,44.333333333333336,4
929,0,2,5,0,1,48,56,51,51.666666666666664,3
930,1,2,4,0,0,67,74,70,70.33333333333333,1
931,1,3,4,0,1,62,57,62,60.333333333333336,2
932,1,3,0,0,0,61,71,73,68.33333333333333,2
933,1,2,1,0,0,70,75,74,73.0,1
934,1,2,0,1,0,98,87,90,91.66666666666667,0
935,1,3,4,0,1,70,63,58,63.666666666666664,2
936,1,0,0,1,1,67,57,53,59.0,3
937,0,4,2,0,1,57,58,57,57.333333333333336,3
938,1,3,4,1,0,85,81,85,83.66666666666667,0
939,1,3,5,1,0,77,68,69,71.33333333333333,1
940,1,2,3,0,0,72,66,72,70.0,1
941,0,3,3,1,1,78,91,96,88.33333333333333,0
942,1,2,2,1,1,81,66,64,70.33333333333333,1
943,1,0,5,0,0,61,62,61,61.333333333333336,2
944,0,1,2,1,1,58,68,61,62.333333333333336,2
945,0,2,0,1,1,54,61,58,57.666666666666664,3
946,1,1,2,1,1,82,82,80,81.33333333333333,0
947,0,3,4,0,1,49,58,60,55.666666666666664,3
948,1,1,5,0,0,49,50,52,50.333333333333336,3
949,0,4,2,0,0,57,75,73,68.33333333333333,2
950,1,4,2,1,1,94,73,71,79.33333333333333,1
951,0,3,4,1,0,75,77,83,78.33333333333333,1
952,0,4,5,0,1,74,74,72,73.33333333333333,1
953,1,2,2,1,0,58,52,54,54.666666666666664,3
954,0,2,4,1,1,62,69,69,66.66666666666667,2
955,1,4,0,1,1,72,57,62,63.666666666666664,2
956,1,2,4,1,1,84,87,81,84.0,0
957,0,3,3,1,1,92,100,100,97.33333333333333,0
958,0,3,2,1,1,45,63,59,55.666666666666664,3
959,1,2,2,1,1,75,81,71,75.66666666666667,1
960,0,0,4,1,1,56,58,64,59.333333333333336,3
961,0,3,5,0,1,48,54,53,51.666666666666664,3
962,0,4,0,1,1,100,100,100,100.0,0
963,0,2,5,0,0,65,76,75,72.0,1
964,1,3,4,1,1,72,57,58,62.333333333333336,2
965,0,3,4,1,1,62,70,72,68.0,2
966,1,0,5,1,0,66,68,64,66.0,2
967,1,2,4,1,1,63,63,60,62.0,2
968,0,4,0,1,1,68,76,67,70.33333333333333,1
969,0,1,1,1,1,75,84,80,79.66666666666667,1
970,0,3,1,1,1,89,100,100,96.33333333333333,0
971,1,2,5,1,0,78,72,69,73.0,1
972,0,0,2,0,0,53,50,60,54.333333333333336,3
973,0,3,4,0,1,49,65,61,58.333333333333336,3
974,0,0,4,1,1,54,63,67,61.333333333333336,2
975,0,2,4,1,0,64,82,77,74.33333333333333,1
976,1,1,4,0,0,60,62,60,60.666666666666664,2
977,1,2,0,1,1,62,65,58,61.666666666666664,2
978,1,3,2,1,0,55,41,48,48.0,4
979,0,2,0,1,1,91,95,94,93.33333333333333,0
980,0,1,2,0,1,8,24,23,18.333333333333332,5
981,1,3,5,1,1,81,78,78,79.0,1
982,1,1,5,1,0,79,85,86,83.33333333333333,0
983,0,0,4,1,0,78,87,91,85.33333333333333,0
984,0,2,5,1,1,74,75,82,77.0,1
985,1,0,2,1,1,57,51,54,54.0,3
986,0,2,0,1,1,40,59,51,50.0,3
987,1,4,5,1,0,81,75,76,77.33333333333333,1
988,0,0,5,0,1,44,45,45,44.666666666666664,4
989,0,3,4,0,0,67,86,83,78.66666666666667,1
990,1,4,2,0,0,86,81,75,80.66666666666667,0
991,0,1,5,1,0,65,82,78,75.0,1
992,0,3,0,0,1,55,76,76,69.0,2
993,0,3,1,0,1,62,72,74,69.33333333333333,2
994,1,0,2,1,1,63,63,62,62.666666666666664,2
995,0,4,3,1,0,88,99,95,94.0,0
996,1,2,2,0,1,62,55,55,57.333333333333336,3
997,0,2,2,0,0,59,71,65,65.0,2
998,0,3,4,1,0,68,78,77,74.33333333333333,1
999,0,3,4,0,1,77,86,86,83.0,0
